instrument,date,direction,ob_ts,placed_ts,age_at_placement_min,hour_utc,weekday,killzone,ml_proba,entry,sl,tp,rr,ob_high,ob_low,ob_size_pct,ctx_h1_close_above_ma20,ctx_h1_atr_5,ctx_h1_trend,ctx_dist_to_h1_swing_high_pct,ctx_dist_to_h1_swing_low_pct,ctx_h4_close_above_ma20,ctx_h4_trend,features_json,price_at_placement,entry_vs_ref_price_pct,outcome,fill_ts,time_to_fill_s,price_at_fill,risk_abs,reward_abs,mfe_R,mae_R,ticks_count_in_trade,exit_ts,hold_time_s,pnl_r
SP500,2026-05-14,bullish,2026-05-14 14:12:00+00:00,2026-05-14 14:15:00+00:00,3.0,14,Thursday,ny_morning,0.7676843672252052,7484.35,7477.35,7494.85,1.5,7484.35,7477.35,0.09352849612858831,True,18.5,range,0.04998933560840354,0.6851871600725251,True,range,"{""score"": 132.0, ""quality"": 38.0, ""ob_strength"": 5.0, ""sweep_strength"": 5.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 7.0, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 1.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 1.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 1.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 3.0, ""bars_sweep_to_validation"": 4.0, ""bars_group_to_validation"": 6.0, ""is_bullish"": 1.0, ""hour_of_day"": 14.0, ""day_of_week"": 3.0, ""minutes_into_killzone"": 12.0, ""atr_at_setup"": 3.7142857142857144, ""atr_ratio_100"": 1.5582672068659613, ""dist_to_pdh_pct"": 0.5415210429097287, ""dist_to_pdl_pct"": 0.3739034690678043, ""dist_to_d1_open_pct"": -0.3233612523189949, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.562330997848786, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.8035714285714286, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 0.7403846153846153, ""fib_level"": 0.8181818181818182, ""mom_60"": 0.23769350259788954, ""mom_240"": 0.13042431376745678, ""body_ratio_recent"": 0.4399826430019768, ""mom_aligned"": 1.0, ""atr_regime"": 1.02644017940935, ""dist_pdh_atr"": 10.971153846153845, ""dist_pdl_atr"": 7.506153846153875}",7472.08,-0.1639420924996885,INVALID_PRICE,,,,,,,,,,,
USDCAD,2026-05-12,bearish,2026-05-12 15:32:00+00:00,2026-05-12 15:35:00+00:00,3.0,15,Tuesday,ny_morning,0.7521512807725607,1.3719999999999999,1.37246,1.3706199999999995,3.0,1.37246,1.3719999999999999,0.03352769679301217,True,0.0014040000000000053,range,0.07948256123438863,0.3237638274134624,True,range,"{""score"": 113.0, ""quality"": 39.0, ""ob_strength"": 3.0, ""sweep_strength"": 6.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 3.0, ""risk_points"": 0.000460000000000127, ""tp_source_htf"": 1.0, ""tp_source_capped"": 1.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 3.0, ""bars_sweep_to_validation"": 7.0, ""bars_group_to_validation"": 9.0, ""is_bullish"": 0.0, ""hour_of_day"": 15.0, ""day_of_week"": 1.0, ""minutes_into_killzone"": 32.0, ""atr_at_setup"": 0.00015428571428569411, ""atr_ratio_100"": 0.7895891212164533, ""dist_to_pdh_pct"": 0.033516459496096565, ""dist_to_pdl_pct"": 0.3709041428602714, ""dist_to_d1_open_pct"": 0.16865130065925957, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.7895891212164533, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.5840707964600343, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 1.0370370370367705, ""fib_level"": 1.2792792792793226, ""mom_60"": 0.05032125380144834, ""mom_240"": 0.08681758822199216, ""body_ratio_recent"": 0.46735821079957046, ""mom_aligned"": 0.0, ""atr_regime"": 1.5006658528464312, ""dist_pdh_atr"": 2.981481481482694, ""dist_pdl_atr"": 32.86111111111481}",1.37077,0.08965014577258326,NO_FILL,,,,,,,,,,,
USDCHF,2026-05-13,bearish,2026-05-13 09:39:00+00:00,2026-05-13 09:40:00+00:00,1.0,9,Wednesday,london,0.7496599176191027,0.78258,0.78287,0.78209,1.6896551724147173,0.78283,0.78258,0.03194561578368632,True,0.0008759999999999879,bullish,0.10997301824784489,0.2672600094627992,True,range,"{""score"": 102.0, ""quality"": 37.0, ""ob_strength"": 4.0, ""sweep_strength"": 5.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.6896551724147173, ""risk_points"": 0.00028999999999990145, ""tp_source_htf"": 1.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 1.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 0.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 0.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 2.0, ""bars_sweep_to_validation"": 17.0, ""bars_group_to_validation"": 18.0, ""is_bullish"": 0.0, ""hour_of_day"": 9.0, ""day_of_week"": 2.0, ""minutes_into_killzone"": 39.0, ""atr_at_setup"": 9.214285714284223e-05, ""atr_ratio_100"": 0.8733920108326872, ""dist_to_pdh_pct"": 0.0664027582684159, ""dist_to_pdl_pct"": 0.3410606216022293, ""dist_to_d1_open_pct"": 0.12154088251474562, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.8750508750507947, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.9722222222223421, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 0.8682170542633698, ""fib_level"": 1.6456953642383714, ""mom_60"": 0.0652148894543701, ""mom_240"": 0.2857838551345062, ""body_ratio_recent"": 0.44663704351224676, ""mom_aligned"": 0.0, ""atr_regime"": 0.8637511004384686, ""dist_pdh_atr"": 5.6434108527137115, ""dist_pdl_atr"": 28.868217054269397}",0.78042,0.27601012037108674,NO_FILL,,,,,,,,,,,
SP500,2026-05-15,bearish,2026-05-15 00:25:00+00:00,2026-05-15 00:30:00+00:00,5.0,0,Friday,asia,0.8489425984395431,7511.2,7512.2,7508.2,3.0,7512.2,7511.2,0.013313451911811696,True,9.580000000000108,range,0.27182965341719917,0.6426639306034826,True,range,"{""score"": 136.0, ""quality"": 46.0, ""ob_strength"": 7.0, ""sweep_strength"": 5.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 3.0, ""risk_points"": 1.0, ""tp_source_htf"": 1.0, ""tp_source_capped"": 1.0, ""daily_bias_aligned"": 1.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 0.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 1.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 1.0, ""bars_sweep_to_validation"": 4.0, ""bars_group_to_validation"": 4.0, ""is_bullish"": 0.0, ""hour_of_day"": 0.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 25.0, ""atr_at_setup"": 1.4892857142856752, ""atr_ratio_100"": 1.5583192573879816, ""dist_to_pdh_pct"": 0.03659859328315999, ""dist_to_pdl_pct"": 1.5850689748444662, ""dist_to_d1_open_pct"": 1.465681440555473, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.5629950364346539, ""has_mss_nearby"": 0.0, ""po3_body_pct"": 0.7711670480549142, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 0.9256756756756312, ""fib_level"": 0.8739495798319289, ""mom_60"": 0.001730921582596371, ""mom_240"": -0.050835728734159875, ""body_ratio_recent"": 0.42303945807413434, ""mom_aligned"": 0.0, ""atr_regime"": 0.6843315575996525, ""dist_pdh_atr"": 1.8465227817746288, ""dist_pdl_atr"": 78.69544364508587}",7505.4,0.07721802108851025,LOSS,2026-05-15 00:55:42.515000+00:00,1542.515,7511.2,1.0,3.0,0.0,1.0600000000004002,19.0,2026-05-15 00:56:10.323000+00:00,27.808,-1.0
SP500,2026-05-15,bearish,2026-05-15 00:35:00+00:00,2026-05-15 00:40:00+00:00,5.0,0,Friday,asia,0.7421588763137091,7509.7,7512.45,7501.45,3.0,7510.95,7509.7,0.016645138953619985,True,9.580000000000108,range,0.27182965341719917,0.6426639306034826,True,range,"{""score"": 121.0, ""quality"": 36.0, ""ob_strength"": 6.0, ""sweep_strength"": 3.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 3.0, ""risk_points"": 2.75, ""tp_source_htf"": 1.0, ""tp_source_capped"": 1.0, ""daily_bias_aligned"": 1.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 0.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 1.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 1.0, ""bars_sweep_to_validation"": 1.0, ""bars_group_to_validation"": 1.0, ""is_bullish"": 0.0, ""hour_of_day"": 0.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 35.0, ""atr_at_setup"": 1.2299999999999531, ""atr_ratio_100"": 1.2037580739870537, ""dist_to_pdh_pct"": 0.0565614623467018, ""dist_to_pdl_pct"": 1.564782255883146, ""dist_to_d1_open_pct"": 1.4454185634971024, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.2142152023691737, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.660450660450666, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 0.9105691056910029, ""fib_level"": 0.7969187675069966, ""mom_60"": -0.049912154607890113, ""mom_240"": -0.02596053997922915, ""body_ratio_recent"": 0.4930530049064744, ""mom_aligned"": 1.0, ""atr_regime"": 0.6727123821593743, ""dist_pdh_atr"": 3.45528455284566, ""dist_pdl_atr"": 94.06504065040994}",7507.65,0.0272980278839392,LOSS,2026-05-15 00:48:14.059000+00:00,494.059,7509.7,2.75,8.25,0.6145454545453091,1.0218181818183274,355.0,2026-05-15 00:56:11.595000+00:00,477.536,-1.0
SP500,2026-05-15,bearish,2026-05-15 19:04:00+00:00,2026-05-15 19:05:00+00:00,1.0,19,Friday,ny_afternoon,0.7544831334652217,7436.85,7444.85,7421.1,1.96875,7444.35,7436.85,0.10084914984166682,False,26.994000000000234,range,1.2800808897876619,0.1604314122008714,False,range,"{""score"": 102.0, ""quality"": 29.0, ""ob_strength"": 2.0, ""sweep_strength"": 5.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.96875, ""risk_points"": 8.0, ""tp_source_htf"": 1.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 1.0, ""daily_bias_neutral"": 0.0, ""kz_london"": 0.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 1.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 0.0, ""has_breaker_kz"": 1.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 1.0, ""has_FVG_sync"": 0.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 5.0, ""bars_sweep_to_validation"": 8.0, ""bars_group_to_validation"": 13.0, ""is_bullish"": 0.0, ""hour_of_day"": 19.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 4.0, ""atr_at_setup"": 2.670000000000008, ""atr_ratio_100"": 0.9968637992831498, ""dist_to_pdh_pct"": 1.026091469866042, ""dist_to_pdl_pct"": 0.5795239383283792, ""dist_to_d1_open_pct"": 0.4613181676955779, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.9977951343473181, ""has_mss_nearby"": 0.0, ""po3_body_pct"": 0.7068965517241379, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 0.9363295880149785, ""fib_level"": 0.5397727272727273, ""mom_60"": -0.29837336229901706, ""mom_240"": 0.013451979795126346, ""body_ratio_recent"": 0.5232259990009881, ""mom_aligned"": 1.0, ""atr_regime"": 1.781765786746755, ""dist_pdh_atr"": 28.87640449438173, ""dist_pdl_atr"": 16.04868913857687}",7422.1,0.19833666135527808,LOSS,2026-05-15 19:25:25.571000+00:00,1225.571,7436.85,8.0,15.75,0.4862500000000409,1.013749999999959,537.0,2026-05-15 19:29:28.491000+00:00,242.92,-1.0
USDCAD,2026-05-14,bullish,2026-05-14 03:39:00+00:00,2026-05-14 03:40:00+00:00,1.0,3,Thursday,asia,0.711262918286122,1.37077,1.37063,1.3711900000000001,3.0,1.37077,1.37063,0.010213237815244643,True,0.0003260000000000041,range,0.07367530345471196,0.1393265639589226,True,range,"{""score"": 116.0, ""quality"": 34.0, ""ob_strength"": 4.0, ""sweep_strength"": 5.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 3.0, ""risk_points"": 0.000140000000000029, ""tp_source_htf"": 1.0, ""tp_source_capped"": 1.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 1.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 1.0, ""has_phase_expansion"": 1.0, ""has_open_midnight_respect"": 1.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 3.0, ""bars_sweep_to_validation"": 10.0, ""bars_group_to_validation"": 12.0, ""is_bullish"": 1.0, ""hour_of_day"": 3.0, ""day_of_week"": 3.0, ""minutes_into_killzone"": 39.0, ""atr_at_setup"": 4.9999999999962774e-05, ""atr_ratio_100"": 0.865051903113658, ""dist_to_pdh_pct"": 0.2205561217062227, ""dist_to_pdl_pct"": 0.04598070270190698, ""dist_to_d1_open_pct"": -0.08673722265955454, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.8710801393722629, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.8333333333345669, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 1.8000000000042506, ""fib_level"": 0.5957446808512247, ""mom_60"": 0.0029180679472150693, ""mom_240"": 0.021889661512881266, ""body_ratio_recent"": 0.3670833333330672, ""mom_aligned"": 1.0, ""atr_regime"": 0.573254221816566, ""dist_pdh_atr"": 60.60000000004688, ""dist_pdl_atr"": 12.60000000000755}",1.37108,0.022615026590896536,LOSS,2026-05-14 04:01:00.045000+00:00,1260.045,1.37077,0.000140000000000029,0.00042000000000008697,0.0,1.0,10.0,2026-05-14 04:01:27.486000+00:00,27.441,-1.0
USDCAD,2026-05-14,bullish,2026-05-14 07:03:00+00:00,2026-05-14 07:05:00+00:00,2.0,7,Thursday,london,0.730520933124644,1.3705,1.37016,1.37122,2.1176470588236445,1.3705,1.37024,0.01897117840205392,True,0.0006999999999999674,range,0.026248058737332613,0.18519463664666372,True,range,"{""score"": 25.0, ""quality"": 40.0, ""ob_strength"": 4.0, ""sweep_strength"": 6.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 2.1176470588236445, ""risk_points"": 0.00034000000000000696, ""tp_source_htf"": 1.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 1.0, ""kz_ny_am"": 0.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 0.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 0.0, ""has_parent_ob"": 0.0, ""has_grandparent_ob"": 0.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 2.0, ""bars_sweep_to_validation"": 16.0, ""bars_group_to_validation"": 18.0, ""is_bullish"": 1.0, ""hour_of_day"": 7.0, ""day_of_week"": 3.0, ""minutes_into_killzone"": 3.0, ""atr_at_setup"": 0.00010785714285713574, ""atr_ratio_100"": 1.209160794362503, ""dist_to_pdh_pct"": 0.24020963750182564, ""dist_to_pdl_pct"": 0.026274687258230248, ""dist_to_d1_open_pct"": -0.10641709670836007, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.199871154775328, ""has_mss_nearby"": 0.0, ""po3_body_pct"": 0.8148148148144189, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 0.46979865771702867, ""fib_level"": 0.1166666666663336, ""mom_60"": -0.002188902265511984, ""mom_240"": -0.01677913550977016, ""body_ratio_recent"": 0.49586850649327213, ""mom_aligned"": 0.0, ""atr_regime"": 0.6480223682848126, ""dist_pdh_atr"": 30.59602649006899, ""dist_pdl_atr"": 3.3377483443703015}",1.37066,0.011674571324329659,LOSS,2026-05-14 07:06:11.502000+00:00,71.502,1.3705,0.00034000000000000696,0.0007200000000000539,1.3235294117648595,1.0,18247.0,2026-05-14 12:48:42.530000+00:00,20551.028,-1.0
USDCAD,2026-05-15,bearish,2026-05-15 13:50:00+00:00,2026-05-15 13:55:00+00:00,5.0,13,Friday,ny_morning,0.7878328821027673,1.37611,1.37672,1.37503,1.7704918032786408,1.37667,1.37611,0.04069442123086933,True,0.0013440000000000119,range,0.06396092568903303,0.31544365623909837,True,range,"{""score"": 93.0, ""quality"": 46.0, ""ob_strength"": 4.0, ""sweep_strength"": 8.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.7704918032786408, ""risk_points"": 0.0006099999999999994, ""tp_source_htf"": 1.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 0.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 0.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 1.0, ""has_session_direction"": 1.0, ""ob_group_size"": 2.0, ""bars_sweep_to_validation"": 5.0, ""bars_group_to_validation"": 7.0, ""is_bullish"": 0.0, ""hour_of_day"": 13.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 50.0, ""atr_at_setup"": 0.00020142857142855876, ""atr_ratio_100"": 1.2357581069237085, ""dist_to_pdh_pct"": 0.044308210819919765, ""dist_to_pdl_pct"": 0.33612832664965386, ""dist_to_d1_open_pct"": 0.11713350309202541, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 1.2380367020809275, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.8723404255320154, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 0.0, ""displacement_ratio"": 0.3475177304965477, ""fib_level"": 1.8028169014084066, ""mom_60"": 0.02689500770505491, ""mom_240"": 0.026167925392347188, ""body_ratio_recent"": 0.5481605105330865, ""mom_aligned"": 0.0, ""atr_regime"": 1.315949975543308, ""dist_pdh_atr"": 3.0283687943264286, ""dist_pdl_atr"": 22.88652482269649}",1.37494,0.08502227292875522,NO_FILL,,,,,,,,,,,
USDCAD,2026-05-15,bearish,2026-05-15 15:10:00+00:00,2026-05-15 15:15:00+00:00,5.0,15,Friday,ny_morning,0.7703062596523581,1.37588,1.37648,1.37498,1.5,1.37648,1.37588,0.04360845422565442,True,0.0012779999999999792,range,0.1156254317773578,0.26397504235963304,True,range,"{""score"": 122.0, ""quality"": 41.0, ""ob_strength"": 5.0, ""sweep_strength"": 5.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 0.0005999999999999339, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 1.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 1.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 3.0, ""bars_sweep_to_validation"": 7.0, ""bars_group_to_validation"": 9.0, ""is_bullish"": 0.0, ""hour_of_day"": 15.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 10.0, ""atr_at_setup"": 0.00021142857142856082, ""atr_ratio_100"": 0.9566903684550837, ""dist_to_pdh_pct"": 0.061014585391361495, ""dist_to_pdl_pct"": 0.31935836675173535, ""dist_to_d1_open_pct"": 0.10040014550745265, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.9575569358178109, ""has_mss_nearby"": 1.0, ""po3_body_pct"": 0.21590909090924573, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 1.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 1.0878378378376676, ""fib_level"": 0.6493506493506306, ""mom_60"": -0.038511004701259344, ""mom_240"": 0.09604330680015628, ""body_ratio_recent"": 0.5773403852131246, ""mom_aligned"": 1.0, ""atr_regime"": 1.5212683463844892, ""dist_pdh_atr"": 3.972972972972945, ""dist_pdl_atr"": 20.716216216217493}",1.37543,0.03270634066924888,NO_FILL,,,,,,,,,,,
USDCAD,2026-05-15,bearish,2026-05-15 15:38:00+00:00,2026-05-15 15:40:00+00:00,2.0,15,Friday,ny_morning,0.78926324977506,1.37572,1.37635,1.374775,1.5,1.3759700000000001,1.37572,0.01817230250342246,True,0.0012779999999999792,range,0.1156254317773578,0.26397504235963304,True,range,"{""score"": 79.0, ""quality"": 32.0, ""ob_strength"": 1.0, ""sweep_strength"": 3.0, ""retest_count"": 0.0, ""is_unicorn"": 0.0, ""rr"": 1.5, ""risk_points"": 0.0006299999999999084, ""tp_source_htf"": 0.0, ""tp_source_capped"": 0.0, ""daily_bias_aligned"": 0.0, ""daily_bias_neutral"": 1.0, ""kz_london"": 0.0, ""kz_ny_am"": 1.0, ""kz_ny_pm"": 0.0, ""kz_asia"": 0.0, ""kz_ny_lunch"": 0.0, ""has_smt"": 0.0, ""has_feu_vert"": 1.0, ""has_breaker_kz"": 0.0, ""has_mss_fvg"": 1.0, ""has_po3_dist"": 1.0, ""has_phase_expansion"": 0.0, ""has_open_midnight_respect"": 0.0, ""has_FVG_sync"": 0.0, ""has_parent_ob"": 1.0, ""has_grandparent_ob"": 1.0, ""has_good_zone"": 0.0, ""has_session_direction"": 1.0, ""ob_group_size"": 3.0, ""bars_sweep_to_validation"": 20.0, ""bars_group_to_validation"": 22.0, ""is_bullish"": 0.0, ""hour_of_day"": 15.0, ""day_of_week"": 4.0, ""minutes_into_killzone"": 38.0, ""atr_at_setup"": 0.00015928571428569516, ""atr_ratio_100"": 0.7676419965576228, ""dist_to_pdh_pct"": 0.07263641118018842, ""dist_to_pdl_pct"": 0.3076923076923159, ""dist_to_d1_open_pct"": 0.08875954892688241, ""phase_reversal"": 0.0, ""phase_manipulation"": 0.0, ""vol_ratio_setup"": 0.762226667586385, ""has_mss_nearby"": 0.0, ""po3_body_pct"": 0.7166666666663645, ""po3_upper_wick"": 0.0, ""po3_lower_wick"": 0.0, ""po3_aligned"": 0.0, ""po3_htf2_aligned"": 1.0, ""displacement_ratio"": 0.25339366515864475, ""fib_level"": 0.5076335877862252, ""mom_60"": 0.011631710951978333, ""mom_240"": 0.04581551618814239, ""body_ratio_recent"": 0.5678261480948327, ""mom_aligned"": 0.0, ""atr_regime"": 1.5568032579490056, ""dist_pdh_atr"": 6.278026905829659, ""dist_pdl_atr"": 26.493273542604786}",1.37549,0.016718518303139626,WIN,2026-05-15 15:43:25.011000+00:00,205.011,1.37572,0.0006299999999999084,0.0009449999999999736,1.5079365079367373,0.15873015873016433,1923.0,2026-05-15 16:06:24.340000+00:00,1379.329,1.5
